C0221745,SUICIDAL DEPRESSION (DEPRESSION SUICIDAL),Mental or Behavioral Dysfunction,C0851121,digestive problems (digestive problem),Sign or Symptom,"Symptoms can include  Feeling sad or ""empty"" Loss of interest in favorite activities Overeating, or not wanting to eat at all Not being able to sleep, or sleeping too much Feeling very tired Feeling hopeless, irritable, anxious, or guilty Aches or pains, headaches, cramps, or digestive problems Thoughts of death or suicide  Depression is a disorder of the brain."
C1457887,SYMPTOMS (Symptoms),Sign or Symptom,C0851121,digestive problems (digestive problem),Sign or Symptom,"Symptoms can include  Feeling sad or ""empty"" Loss of interest in favorite activities Overeating, or not wanting to eat at all Not being able to sleep, or sleeping too much Feeling very tired Feeling hopeless, irritable, anxious, or guilty Aches or pains, headaches, cramps, or digestive problems Thoughts of death or suicide  Depression is a disorder of the brain."
C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,C0332183,Often (Frequently) [Temporal Concept],Temporal Concept,"Depression can happen at any age, but it often begins in teens and young adults."
C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,C0344315,depression (Depressed mood),Mental or Behavioral Dysfunction,"Depression can happen at any age, but it often begins in teens and young adults."
C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,C0439659,Begin (Beginning) [Temporal Concept],Temporal Concept,"Depression can happen at any age, but it often begins in teens and young adults."
C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,C0011570,DEPRESSION (Mental Depression),Mental or Behavioral Dysfunction,"Depression can happen at any age, but it often begins in teens and young adults."
C0332183,Often (Frequently) [Temporal Concept],Temporal Concept,C0344315,depression (Depressed mood),Mental or Behavioral Dysfunction,"Depression can happen at any age, but it often begins in teens and young adults."
C0332183,Often (Frequently) [Temporal Concept],Temporal Concept,C0439659,Begin (Beginning) [Temporal Concept],Temporal Concept,"Depression can happen at any age, but it often begins in teens and young adults."
C0332183,Often (Frequently) [Temporal Concept],Temporal Concept,C0011570,DEPRESSION (Mental Depression),Mental or Behavioral Dysfunction,"Depression can happen at any age, but it often begins in teens and young adults."
C0344315,depression (Depressed mood),Mental or Behavioral Dysfunction,C0439659,Begin (Beginning) [Temporal Concept],Temporal Concept,"Depression can happen at any age, but it often begins in teens and young adults."
C0344315,depression (Depressed mood),Mental or Behavioral Dysfunction,C0011570,DEPRESSION (Mental Depression),Mental or Behavioral Dysfunction,"Depression can happen at any age, but it often begins in teens and young adults."
C0439659,Begin (Beginning) [Temporal Concept],Temporal Concept,C0011570,DEPRESSION (Mental Depression),Mental or Behavioral Dysfunction,"Depression can happen at any age, but it often begins in teens and young adults."
C0241737,WINTER (Winter) [Temporal Concept],Temporal Concept,C0085159,SEASONAL AFFECTIVE DISORDER (Seasonal Affective Disorder),Mental or Behavioral Dysfunction,Some people get seasonal affective disorder in the winter.
C0344315,depression (Depressed mood),Mental or Behavioral Dysfunction,C0005586,Bipolar Disorder,Mental or Behavioral Dysfunction,Depression is one part of bipolar disorder.
C0344315,depression (Depressed mood),Mental or Behavioral Dysfunction,C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,Depression is one part of bipolar disorder.
C0344315,depression (Depressed mood),Mental or Behavioral Dysfunction,C0011570,DEPRESSION (Mental Depression),Mental or Behavioral Dysfunction,Depression is one part of bipolar disorder.
C0005586,Bipolar Disorder,Mental or Behavioral Dysfunction,C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,Depression is one part of bipolar disorder.
C0005586,Bipolar Disorder,Mental or Behavioral Dysfunction,C0011570,DEPRESSION (Mental Depression),Mental or Behavioral Dysfunction,Depression is one part of bipolar disorder.
C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,C0011570,DEPRESSION (Mental Depression),Mental or Behavioral Dysfunction,Depression is one part of bipolar disorder.
C0344315,depression (Depressed mood),Mental or Behavioral Dysfunction,C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,"There are effective treatments for depression, including antidepressants, talk therapy, or both."
C0344315,depression (Depressed mood),Mental or Behavioral Dysfunction,C0011570,DEPRESSION (Mental Depression),Mental or Behavioral Dysfunction,"There are effective treatments for depression, including antidepressants, talk therapy, or both."
C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,C0011570,DEPRESSION (Mental Depression),Mental or Behavioral Dysfunction,"There are effective treatments for depression, including antidepressants, talk therapy, or both."
C0344315,Melancholic (Depressed mood),Mental or Behavioral Dysfunction,C0152097,Disorder of diaphragm (Disease of diaphragm),Disease or Syndrome,"NIH: National Institute of Mental HealthA disorder characterized by melancholic feelings of grief or unhappiness.A mental condition marked by ongoing feelings of sadness, despair, loss of energy, and difficulty dealing with normal daily life."
C0344315,Melancholic (Depressed mood),Mental or Behavioral Dysfunction,C0332173,Daily [Temporal Concept],Temporal Concept,"NIH: National Institute of Mental HealthA disorder characterized by melancholic feelings of grief or unhappiness.A mental condition marked by ongoing feelings of sadness, despair, loss of energy, and difficulty dealing with normal daily life."
C0344315,Melancholic (Depressed mood),Mental or Behavioral Dysfunction,C0233488,Despair (Feeling despair),Sign or Symptom,"NIH: National Institute of Mental HealthA disorder characterized by melancholic feelings of grief or unhappiness.A mental condition marked by ongoing feelings of sadness, despair, loss of energy, and difficulty dealing with normal daily life."
C0344315,Melancholic (Depressed mood),Mental or Behavioral Dysfunction,C0015672,Loss of energy (Fatigue),Sign or Symptom,"NIH: National Institute of Mental HealthA disorder characterized by melancholic feelings of grief or unhappiness.A mental condition marked by ongoing feelings of sadness, despair, loss of energy, and difficulty dealing with normal daily life."
C0152097,Disorder of diaphragm (Disease of diaphragm),Disease or Syndrome,C0332173,Daily [Temporal Concept],Temporal Concept,"NIH: National Institute of Mental HealthA disorder characterized by melancholic feelings of grief or unhappiness.A mental condition marked by ongoing feelings of sadness, despair, loss of energy, and difficulty dealing with normal daily life."
C0152097,Disorder of diaphragm (Disease of diaphragm),Disease or Syndrome,C0233488,Despair (Feeling despair),Sign or Symptom,"NIH: National Institute of Mental HealthA disorder characterized by melancholic feelings of grief or unhappiness.A mental condition marked by ongoing feelings of sadness, despair, loss of energy, and difficulty dealing with normal daily life."
C0152097,Disorder of diaphragm (Disease of diaphragm),Disease or Syndrome,C0015672,Loss of energy (Fatigue),Sign or Symptom,"NIH: National Institute of Mental HealthA disorder characterized by melancholic feelings of grief or unhappiness.A mental condition marked by ongoing feelings of sadness, despair, loss of energy, and difficulty dealing with normal daily life."
C0332173,Daily [Temporal Concept],Temporal Concept,C0233488,Despair (Feeling despair),Sign or Symptom,"NIH: National Institute of Mental HealthA disorder characterized by melancholic feelings of grief or unhappiness.A mental condition marked by ongoing feelings of sadness, despair, loss of energy, and difficulty dealing with normal daily life."
C0332173,Daily [Temporal Concept],Temporal Concept,C0015672,Loss of energy (Fatigue),Sign or Symptom,"NIH: National Institute of Mental HealthA disorder characterized by melancholic feelings of grief or unhappiness.A mental condition marked by ongoing feelings of sadness, despair, loss of energy, and difficulty dealing with normal daily life."
C0233488,Despair (Feeling despair),Sign or Symptom,C0015672,Loss of energy (Fatigue),Sign or Symptom,"NIH: National Institute of Mental HealthA disorder characterized by melancholic feelings of grief or unhappiness.A mental condition marked by ongoing feelings of sadness, despair, loss of energy, and difficulty dealing with normal daily life."
C0178417,Loss of pleasure (Anhedonia),Mental or Behavioral Dysfunction,C0086132,Symptoms of depression (Depressive Symptoms),Sign or Symptom,"Other symptoms of depression include feelings of worthlessness and hopelessness, loss of pleasure in activities, changes in eating or sleeping habits, and thoughts of death or suicide."
C0344315,depression (Depressed mood),Mental or Behavioral Dysfunction,C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,"Depression can affect anyone, and can be successfully treated."
C0344315,depression (Depressed mood),Mental or Behavioral Dysfunction,C0011570,DEPRESSION (Mental Depression),Mental or Behavioral Dysfunction,"Depression can affect anyone, and can be successfully treated."
C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,C0011570,DEPRESSION (Mental Depression),Mental or Behavioral Dysfunction,"Depression can affect anyone, and can be successfully treated."
C0011581,Depression (Depressive disorder),Mental or Behavioral Dysfunction,C0011570,Depressive state NOS (Mental Depression),Mental or Behavioral Dysfunction,"Depression affects 15-25% of cancer patients.A melancholy feeling of sadness and despair.Depressive states usually of moderate intensity in contrast with major depression present in neurotic and psychotic disorders.Excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganisation of behaviour and elevation of mood.A disorder characterized by excitement of psychotic proportions manifested by mental and physical hyperactivity, disorganization of behavior and elevation of mood."
